holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,Time
None,295.16,0.25,0,75,Thunderstorm,thunderstorm with light rain,08-07-2013 22:00,1902,22:00
None,294.87,0,0,24,Rain,light rain,08-07-2013 23:00,1204,23:00
None,294.21,0,0,0,Rain,light rain,09-07-2013 00:00,626,00:00
None,294.65,0,0,12,Rain,light rain,09-07-2013 01:00,433,01:00
None,294.42,0,0,12,Mist,mist,09-07-2013 02:00,308,02:00
None,293.16,0,0,12,Mist,mist,09-07-2013 03:00,342,03:00
None,293.03,0,0,12,Mist,mist,09-07-2013 04:00,811,04:00
None,292.63,0,0,12,Mist,mist,09-07-2013 05:00,3017,05:00
None,292.63,0,0,12,Fog,fog,09-07-2013 05:00,3017,05:00
None,291.58,0,0,24,Mist,mist,09-07-2013 06:00,6247,06:00
None,290.67,0,0,24,Mist,mist,09-07-2013 07:00,6506,07:00
None,290.17,0,0,24,Fog,fog,09-07-2013 08:00,5425,08:00
None,290.17,0,0,24,Mist,mist,09-07-2013 08:00,5425,08:00
None,291.42,0,0,36,Mist,mist,09-07-2013 09:00,5063,09:00
None,291.42,0,0,36,Fog,fog,09-07-2013 09:00,5063,09:00
None,293.02,0,0,36,Mist,mist,09-07-2013 10:00,4569,10:00
None,294.39,0,0,36,Mist,mist,09-07-2013 11:00,4837,11:00
None,296.44,0,0,0,Clear,Sky is Clear,09-07-2013 12:00,5188,12:00
None,298.45,0,0,0,Clear,Sky is Clear,09-07-2013 13:00,5324,13:00
None,299.85,0,0,0,Clear,Sky is Clear,09-07-2013 14:00,5555,14:00
None,301.52,0,0,0,Clear,Sky is Clear,09-07-2013 15:00,5910,15:00
None,302.57,0,0,0,Clear,Sky is Clear,09-07-2013 16:00,6680,16:00
None,302.63,0,0,0,Clear,Sky is Clear,09-07-2013 17:00,6401,17:00
None,302.9,0,0,12,Clouds,few clouds,09-07-2013 18:00,4571,18:00
None,302.73,0,0,12,Clouds,few clouds,09-07-2013 19:00,3485,19:00
None,300.78,0,0,12,Clouds,few clouds,09-07-2013 20:00,3110,20:00
None,299.1,0,0,32,Clouds,scattered clouds,09-07-2013 21:00,2792,21:00
None,297.41,0,0,32,Clouds,scattered clouds,09-07-2013 22:00,2036,22:00
None,296.5,0,0,32,Clouds,scattered clouds,09-07-2013 23:00,1835,23:00
None,296.26,0,0,24,Clouds,few clouds,10-07-2013 00:00,779,00:00
None,295.74,0,0,24,Clouds,few clouds,10-07-2013 01:00,433,01:00
None,295.9,0,0,32,Clouds,scattered clouds,10-07-2013 02:00,345,02:00
None,296.17,0,0,24,Clouds,few clouds,10-07-2013 03:00,360,03:00
None,295.86,0,0,24,Clouds,few clouds,10-07-2013 04:00,810,04:00
None,296.26,0,0,24,Clouds,few clouds,10-07-2013 05:00,3004,05:00
None,296.57,0,0,32,Clouds,scattered clouds,10-07-2013 06:00,6244,06:00
None,296.91,0,0,32,Clouds,scattered clouds,10-07-2013 07:00,6458,07:00
None,296.26,16,0,32,Rain,heavy intensity rain,10-07-2013 08:00,6298,08:00
None,296.26,16,0,32,Thunderstorm,proximity thunderstorm,10-07-2013 08:00,6298,08:00
None,293.91,10.54,0,88,Rain,heavy intensity rain,10-07-2013 09:00,5225,09:00
None,293.91,10.54,0,88,Thunderstorm,thunderstorm with light rain,10-07-2013 09:00,5225,09:00
None,293.91,10.54,0,88,Mist,mist,10-07-2013 09:00,5225,09:00
None,294.51,1.27,0,88,Rain,moderate rain,10-07-2013 10:00,4731,10:00
None,295.76,0,0,75,Clouds,broken clouds,10-07-2013 11:00,5078,11:00
None,297.66,0,0,92,Rain,moderate rain,10-07-2013 12:00,5362,12:00
None,298.59,0,0,92,Rain,moderate rain,10-07-2013 13:00,5471,13:00
None,299.08,0.51,0,92,Rain,light rain,10-07-2013 14:00,5876,14:00
None,300.43,0,0,92,Rain,heavy intensity rain,10-07-2013 15:00,6139,15:00
None,301.71,0,0,92,Rain,heavy intensity rain,10-07-2013 16:00,6777,16:00
None,301.85,0,0,92,Rain,heavy intensity rain,10-07-2013 17:00,6227,17:00
None,301.77,0,0,64,Rain,moderate rain,10-07-2013 18:00,4766,18:00
None,301.25,0,0,64,Rain,moderate rain,10-07-2013 19:00,3523,19:00
None,300.17,0,0,64,Rain,moderate rain,10-07-2013 20:00,3163,20:00
None,299.3,0,0,68,Clouds,broken clouds,10-07-2013 21:00,2871,21:00
None,297.69,0,0,68,Clouds,broken clouds,10-07-2013 22:00,2109,22:00
None,296.45,0,0,68,Clouds,broken clouds,10-07-2013 23:00,1388,23:00
None,295.52,0,0,36,Clouds,scattered clouds,11-07-2013 00:00,697,00:00
None,294.09,0,0,36,Clouds,scattered clouds,11-07-2013 01:00,438,01:00
None,292.9,0,0,0,Clear,Sky is Clear,11-07-2013 02:00,316,02:00
None,292.38,0,0,0,Clear,Sky is Clear,11-07-2013 03:00,404,03:00
None,290.53,0,0,0,Clear,Sky is Clear,11-07-2013 04:00,861,04:00
None,289.97,0,0,0,Clear,Sky is Clear,11-07-2013 05:00,2994,05:00
None,289.14,0,0,0,Clear,Sky is Clear,11-07-2013 06:00,6149,06:00
None,289.52,0,0,0,Clear,Sky is Clear,11-07-2013 07:00,6508,07:00
None,292.18,0,0,0,Clear,Sky is Clear,11-07-2013 09:00,5239,09:00
None,294.04,0,0,0,Clear,Sky is Clear,11-07-2013 10:00,4827,10:00
None,295.5,0,0,0,Clear,Sky is Clear,11-07-2013 11:00,5043,11:00
None,296.78,0,0,0,Clear,Sky is Clear,11-07-2013 12:00,5343,12:00
None,297.61,0,0,0,Clear,Sky is Clear,11-07-2013 13:00,5423,13:00
None,298.24,0,0,0,Clear,Sky is Clear,11-07-2013 14:00,5694,14:00
None,298.98,0,0,0,Clear,Sky is Clear,11-07-2013 15:00,6119,15:00
None,299.5,0,0,0,Clear,Sky is Clear,11-07-2013 16:00,6414,16:00
None,299.06,0,0,0,Clear,Sky is Clear,11-07-2013 17:00,6076,17:00
None,298.61,0,0,24,Clouds,few clouds,11-07-2013 18:00,4858,18:00
None,298.44,5.08,0,24,Rain,heavy intensity rain,11-07-2013 19:00,3695,19:00
None,297.15,0,0,24,Clouds,few clouds,11-07-2013 20:00,3315,20:00
None,295.25,0,0,68,Clouds,broken clouds,11-07-2013 21:00,3263,21:00
None,293.26,0,0,68,Clouds,broken clouds,11-07-2013 22:00,2398,22:00
None,292.13,0,0,68,Clouds,broken clouds,11-07-2013 23:00,1456,23:00
None,291.25,0,0,44,Clouds,scattered clouds,12-07-2013 00:00,845,00:00
None,290.56,0,0,44,Clouds,scattered clouds,12-07-2013 01:00,479,01:00
None,289.8,0,0,48,Clouds,scattered clouds,12-07-2013 02:00,392,02:00
None,288.87,0,0,0,Clear,Sky is Clear,12-07-2013 03:00,384,03:00
None,288.31,0,0,0,Mist,mist,12-07-2013 04:00,800,04:00
None,287.71,0,0,0,Mist,mist,12-07-2013 05:00,2828,05:00
None,287.18,0,0,0,Mist,mist,12-07-2013 06:00,5960,06:00
None,288.74,0,0,0,Mist,mist,12-07-2013 07:00,6613,07:00
None,290.78,0,0,0,Mist,mist,12-07-2013 08:00,5813,08:00
None,296.48,0,0,0,Clear,Sky is Clear,12-07-2013 10:00,4997,10:00
None,298.37,0,0,0,Clear,Sky is Clear,12-07-2013 11:00,5297,11:00
None,298.98,0,0,0,Clear,Sky is Clear,12-07-2013 12:00,5960,12:00
None,300.08,0,0,0,Clear,Sky is Clear,12-07-2013 13:00,5913,13:00
None,300.97,0,0,0,Clear,Sky is Clear,12-07-2013 14:00,6060,14:00
None,301.67,0,0,0,Clear,Sky is Clear,12-07-2013 15:00,6223,15:00
None,301.66,0,0,0,Clear,Sky is Clear,12-07-2013 16:00,6315,16:00
None,301.74,0,0,0,Clear,Sky is Clear,12-07-2013 17:00,5416,17:00
None,301.65,0,0,8,Clear,sky is clear,12-07-2013 18:00,4565,18:00
None,301.21,0,0,8,Clear,sky is clear,12-07-2013 19:00,3569,19:00
None,299.88,0,0,8,Clear,sky is clear,12-07-2013 20:00,3050,20:00
None,297.96,0,0,48,Clouds,scattered clouds,12-07-2013 21:00,3151,21:00
None,297.01,0,0,48,Clouds,scattered clouds,12-07-2013 22:00,2873,22:00
None,296.48,0,0,48,Clouds,scattered clouds,12-07-2013 23:00,2158,23:00
None,295.74,0,0,12,Clouds,few clouds,13-07-2013 00:00,1226,00:00
None,295.58,0,0,12,Clouds,few clouds,13-07-2013 01:00,910,01:00
None,295.14,0,0,24,Clouds,few clouds,13-07-2013 02:00,670,02:00
None,294.78,0,0,48,Clouds,scattered clouds,13-07-2013 03:00,395,03:00
None,294.17,0,0,48,Clouds,scattered clouds,13-07-2013 04:00,434,04:00
None,294.01,0,0,48,Clouds,scattered clouds,13-07-2013 05:00,865,05:00
None,293.82,0,0,24,Clouds,few clouds,13-07-2013 06:00,1346,06:00
None,293.74,0,0,24,Clouds,few clouds,13-07-2013 07:00,1840,07:00
None,294.22,0,0,24,Clouds,few clouds,13-07-2013 08:00,2651,08:00
None,296.18,0,0,20,Clouds,few clouds,13-07-2013 09:00,3356,09:00
None,297.62,0,0,20,Clouds,few clouds,13-07-2013 10:00,3948,10:00
None,299.11,0,0,20,Clouds,few clouds,13-07-2013 11:00,4356,11:00
None,300.59,0,0,0,Clear,Sky is Clear,13-07-2013 12:00,4752,12:00
None,301.86,0,0,0,Clear,Sky is Clear,13-07-2013 13:00,4514,13:00
None,302.7,0,0,0,Clear,Sky is Clear,13-07-2013 14:00,4444,14:00
None,303.6,0,0,8,Clear,sky is clear,13-07-2013 15:00,4378,15:00
None,303.98,0,0,8,Clear,sky is clear,13-07-2013 16:00,4592,16:00
None,303.84,0,0,8,Clear,sky is clear,13-07-2013 17:00,4326,17:00
None,303.66,0,0,0,Clear,Sky is Clear,13-07-2013 18:00,3977,18:00
None,302.69,0,0,0,Clear,Sky is Clear,13-07-2013 19:00,3288,19:00
None,301.64,0,0,0,Clear,Sky is Clear,13-07-2013 20:00,2920,20:00
None,300.58,0,0,8,Clear,sky is clear,13-07-2013 21:00,2981,21:00
None,299.51,0,0,8,Clear,sky is clear,13-07-2013 22:00,2794,22:00
None,298.78,0,0,8,Clear,sky is clear,13-07-2013 23:00,2069,23:00
None,298.38,0,0,8,Clear,sky is clear,14-07-2013 00:00,1378,00:00
None,297.92,0,0,8,Thunderstorm,proximity thunderstorm,14-07-2013 01:00,794,01:00
None,296.51,0,0,12,Thunderstorm,thunderstorm with heavy rain,14-07-2013 02:00,634,02:00
None,295.42,0,0,20,Thunderstorm,thunderstorm,14-07-2013 03:00,381,03:00
None,295.42,0,0,20,Rain,light rain,14-07-2013 03:00,381,03:00
None,293.64,8.64,0,20,Rain,heavy intensity rain,14-07-2013 04:00,391,04:00
None,293.64,8.64,0,20,Thunderstorm,proximity thunderstorm,14-07-2013 04:00,391,04:00
None,292.82,19.9,0,20,Rain,very heavy rain,14-07-2013 05:00,542,05:00
None,292.82,19.9,0,20,Thunderstorm,thunderstorm with heavy rain,14-07-2013 05:00,542,05:00
None,292.82,19.9,0,20,Mist,mist,14-07-2013 05:00,542,05:00
None,292.65,25.32,0,8,Rain,very heavy rain,14-07-2013 06:00,958,06:00
None,292.65,25.32,0,8,Thunderstorm,proximity thunderstorm,14-07-2013 06:00,958,06:00
None,292.65,25.32,0,8,Mist,mist,14-07-2013 06:00,958,06:00
None,292.87,21.42,0,90,Rain,very heavy rain,14-07-2013 07:00,1745,07:00
None,292.87,21.42,0,90,Mist,mist,14-07-2013 07:00,1745,07:00
None,292.87,21.42,0,90,Thunderstorm,proximity thunderstorm,14-07-2013 07:00,1745,07:00
None,293.65,5.59,0,8,Rain,heavy intensity rain,14-07-2013 08:00,2260,08:00
None,293.65,5.59,0,8,Mist,mist,14-07-2013 08:00,2260,08:00
None,294.4,0.51,0,8,Rain,light rain,14-07-2013 09:00,2665,09:00
None,295.24,0.25,0,8,Rain,light rain,14-07-2013 10:00,3372,10:00
None,296.71,0,0,8,Clear,sky is clear,14-07-2013 11:00,3871,11:00
None,297.27,0.25,0,0,Rain,light rain,14-07-2013 12:00,4264,12:00
None,296.97,0,0,0,Clear,Sky is Clear,14-07-2013 13:00,4438,13:00
None,297.9,0,0,0,Clear,Sky is Clear,14-07-2013 14:00,4276,14:00
None,297.29,0,0,0,Clear,Sky is Clear,14-07-2013 15:00,4363,15:00
None,297.19,0,0,0,Rain,light rain,14-07-2013 16:00,4333,16:00
None,296.71,0,0,0,Rain,light rain,14-07-2013 17:00,4133,17:00
None,296.71,0,0,0,Drizzle,light intensity drizzle,14-07-2013 17:00,4133,17:00
None,296.4,0,0,12,Clouds,few clouds,14-07-2013 18:00,3966,18:00
None,296.32,0,0,12,Clouds,few clouds,14-07-2013 19:00,3435,19:00
None,296,0,0,12,Clouds,few clouds,14-07-2013 20:00,3140,20:00
None,295.63,0,0,12,Clouds,few clouds,14-07-2013 21:00,2921,21:00
None,294.58,0,0,12,Clouds,few clouds,14-07-2013 22:00,2674,22:00
None,294.65,0,0,12,Clouds,few clouds,14-07-2013 23:00,2860,23:00
None,294.52,0,0,20,Clouds,few clouds,15-07-2013 00:00,807,00:00
None,294.14,0,0,20,Clouds,few clouds,15-07-2013 01:00,500,01:00
None,294.14,0,0,20,Clouds,few clouds,15-07-2013 02:00,293,02:00
None,293.99,0,0,56,Clouds,broken clouds,15-07-2013 03:00,354,03:00
None,294.07,0,0,56,Clouds,broken clouds,15-07-2013 04:00,828,04:00
None,294.2,0,0,56,Clouds,broken clouds,15-07-2013 05:00,2908,05:00
None,294.06,0,0,80,Clouds,broken clouds,15-07-2013 06:00,6103,06:00
None,294.33,0,0,80,Clouds,broken clouds,15-07-2013 07:00,6303,07:00
None,301.21,0,0,76,Clouds,broken clouds,15-07-2013 16:00,6388,16:00
None,301.12,0,0,76,Clouds,broken clouds,15-07-2013 17:00,6018,17:00
None,300.89,0,0,64,Clouds,broken clouds,15-07-2013 18:00,4580,18:00
None,300.28,0,0,64,Clouds,broken clouds,15-07-2013 19:00,3509,19:00
None,299.8,0,0,64,Clouds,broken clouds,15-07-2013 20:00,3032,20:00
None,297.88,0,0,32,Clouds,scattered clouds,15-07-2013 21:00,2638,21:00
None,295.67,0,0,8,Clear,sky is clear,15-07-2013 23:00,1164,23:00
None,295.02,0,0,8,Clear,sky is clear,16-07-2013 01:00,421,01:00
None,294.19,0,0,0,Clear,Sky is Clear,16-07-2013 02:00,277,02:00
None,293.9,0,0,0,Mist,mist,16-07-2013 03:00,348,03:00
None,293.12,0,0,0,Mist,mist,16-07-2013 04:00,809,04:00
None,292.87,0,0,0,Mist,mist,16-07-2013 05:00,2981,05:00
None,292.35,0,0,0,Mist,mist,16-07-2013 06:00,6203,06:00
None,292.71,0,0,0,Mist,mist,16-07-2013 07:00,6372,07:00
None,295.14,0,0,0,Clear,Sky is Clear,16-07-2013 08:00,6200,08:00
None,297.11,0,0,0,Clear,Sky is Clear,16-07-2013 09:00,5294,09:00
None,298.79,0,0,0,Clear,Sky is Clear,16-07-2013 10:00,4636,10:00
None,301.28,0,0,0,Clear,Sky is Clear,16-07-2013 11:00,4996,11:00
None,303.15,0,0,0,Clear,Sky is Clear,16-07-2013 13:00,5176,13:00
None,303.18,0,0,0,Clear,Sky is Clear,16-07-2013 15:00,5931,15:00
None,303.26,0,0,0,Clear,Sky is Clear,16-07-2013 16:00,6550,16:00
None,303.16,0,0,0,Clear,Sky is Clear,16-07-2013 17:00,6100,17:00
None,302.93,0,0,0,Clear,Sky is Clear,16-07-2013 18:00,4897,18:00
None,302.18,0,0,0,Clear,Sky is Clear,16-07-2013 19:00,3528,19:00
None,301.33,0,0,0,Clear,Sky is Clear,16-07-2013 20:00,3179,20:00
None,299.58,0,0,12,Clouds,few clouds,16-07-2013 21:00,2721,21:00
None,298.48,0,0,12,Clouds,few clouds,16-07-2013 22:00,2025,22:00
None,298.01,0,0,12,Clouds,few clouds,16-07-2013 23:00,1286,23:00
None,298.15,0,0,20,Clouds,few clouds,17-07-2013 00:00,736,00:00
None,297.63,0,0,20,Clouds,few clouds,17-07-2013 01:00,434,01:00
None,297.68,0,0,20,Clouds,few clouds,17-07-2013 02:00,284,02:00
None,297.48,0,0,32,Clouds,scattered clouds,17-07-2013 03:00,360,03:00
None,297.01,0,0,32,Clouds,scattered clouds,17-07-2013 04:00,783,04:00
None,296.56,0,0,32,Clouds,scattered clouds,17-07-2013 05:00,3071,05:00
None,296.24,0,0,76,Clouds,broken clouds,17-07-2013 06:00,6144,06:00
None,297.16,0,0,76,Clouds,broken clouds,17-07-2013 07:00,6160,07:00
None,298.24,0,0,76,Clouds,broken clouds,17-07-2013 08:00,6220,08:00
None,299.67,0,0,44,Clouds,scattered clouds,17-07-2013 09:00,5528,09:00
None,301.26,0,0,44,Clouds,scattered clouds,17-07-2013 10:00,4967,10:00
None,302.56,0,0,44,Clouds,scattered clouds,17-07-2013 11:00,5150,11:00
None,304.15,0,0,0,Clear,Sky is Clear,17-07-2013 12:00,5679,12:00
None,305.06,0,0,0,Clear,Sky is Clear,17-07-2013 14:00,5698,14:00
None,305.37,0,0,8,Clear,sky is clear,17-07-2013 15:00,5809,15:00
None,305.5,0,0,8,Clear,sky is clear,17-07-2013 16:00,6337,16:00
None,305.26,0,0,12,Clouds,few clouds,17-07-2013 17:00,6659,17:00
None,304.82,0,0,12,Clouds,few clouds,17-07-2013 18:00,4954,18:00
None,303.68,0,0,12,Clouds,few clouds,17-07-2013 20:00,3238,20:00
None,301.47,0,0,56,Clouds,broken clouds,17-07-2013 21:00,2896,21:00
None,300.05,0,0,56,Clouds,broken clouds,17-07-2013 22:00,2152,22:00
None,299.49,0,0,56,Clouds,broken clouds,17-07-2013 23:00,1311,23:00
None,298.28,0,0,64,Clouds,broken clouds,18-07-2013 00:00,729,00:00
None,297.69,0,0,64,Clouds,broken clouds,18-07-2013 01:00,434,01:00
None,296.91,0,0,64,Clouds,broken clouds,18-07-2013 02:00,314,02:00
None,296.19,0,0,24,Clouds,few clouds,18-07-2013 03:00,361,03:00
None,296.4,0,0,24,Clouds,few clouds,18-07-2013 04:00,891,04:00
None,295.95,0,0,24,Clouds,few clouds,18-07-2013 05:00,3040,05:00
None,295.78,0,0,20,Clouds,few clouds,18-07-2013 06:00,6002,06:00
None,296.31,0,0,20,Clouds,few clouds,18-07-2013 07:00,6217,07:00
None,298.02,0,0,20,Clouds,few clouds,18-07-2013 08:00,6076,08:00
None,299.5,0,0,0,Clear,Sky is Clear,18-07-2013 09:00,5406,09:00
None,301.44,0,0,0,Clear,Sky is Clear,18-07-2013 10:00,4843,10:00
None,304.13,0,0,0,Clear,Sky is Clear,18-07-2013 11:00,5228,11:00
None,305.43,0,0,0,Clear,Sky is Clear,18-07-2013 14:00,5652,14:00
None,306.07,0,0,0,Clear,Sky is Clear,18-07-2013 15:00,6295,15:00
None,305.88,0,0,0,Clear,Sky is Clear,18-07-2013 16:00,6477,16:00
None,305.61,0,0,0,Clear,Sky is Clear,18-07-2013 17:00,6294,17:00
None,305.71,0,0,20,Clouds,few clouds,18-07-2013 18:00,5441,18:00
None,305.45,0,0,20,Clouds,few clouds,18-07-2013 19:00,3943,19:00
None,304.5,0,0,20,Clouds,few clouds,18-07-2013 20:00,3453,20:00
None,301.37,0,0,12,Rain,moderate rain,18-07-2013 21:00,3041,21:00
None,300.4,0,0,12,Clouds,few clouds,18-07-2013 22:00,2371,22:00
None,299.79,0,0,12,Clouds,few clouds,18-07-2013 23:00,1917,23:00
None,298.96,0,0,64,Clouds,broken clouds,19-07-2013 00:00,3050,00:00
None,298.58,0,0,64,Clouds,broken clouds,19-07-2013 01:00,679,01:00
None,298.43,0,0,64,Clouds,broken clouds,19-07-2013 02:00,404,02:00
None,298.06,0,0,0,Clear,Sky is Clear,19-07-2013 03:00,419,03:00
None,297.61,0.51,0,0,Rain,light rain,19-07-2013 04:00,818,04:00
None,296.83,0,0,32,Clouds,scattered clouds,19-07-2013 06:00,5943,06:00
None,297.55,0,0,32,Clouds,scattered clouds,19-07-2013 07:00,6525,07:00
None,298.26,0,0,32,Clouds,scattered clouds,19-07-2013 08:00,5714,08:00
None,300.35,0,0,36,Clouds,scattered clouds,19-07-2013 09:00,5227,09:00
None,301.93,0,0,36,Clouds,scattered clouds,19-07-2013 10:00,4881,10:00
None,303.6,0,0,36,Clouds,scattered clouds,19-07-2013 11:00,5407,11:00
None,304.65,0,0,8,Clear,sky is clear,19-07-2013 12:00,5837,12:00
None,305.35,0,0,8,Clear,sky is clear,19-07-2013 13:00,5781,13:00
None,306.34,0,0,8,Clear,sky is clear,19-07-2013 14:00,5799,14:00
None,306.66,0,0,0,Clear,Sky is Clear,19-07-2013 15:00,6180,15:00
None,306.33,0,0,0,Clear,Sky is Clear,19-07-2013 16:00,6327,16:00
None,306.39,0,0,0,Clear,Sky is Clear,19-07-2013 17:00,5627,17:00
None,305.87,0,0,0,Clear,Sky is Clear,19-07-2013 18:00,4937,18:00
None,305.52,0,0,0,Clear,Sky is Clear,19-07-2013 19:00,3807,19:00
None,304.37,0,0,0,Clear,Sky is Clear,19-07-2013 20:00,3254,20:00
None,303.06,0,0,8,Clear,sky is clear,19-07-2013 21:00,3358,21:00
None,301.86,0,0,8,Clear,sky is clear,19-07-2013 22:00,2920,22:00
None,301.26,0,0,8,Clear,sky is clear,19-07-2013 23:00,2076,23:00
None,301.02,0,0,24,Clouds,few clouds,20-07-2013 00:00,1373,00:00
None,300.94,0,0,24,Clouds,few clouds,20-07-2013 01:00,919,01:00
None,301.12,0,0,24,Clouds,few clouds,20-07-2013 02:00,562,02:00
None,300.31,0.51,0,68,Rain,light rain,20-07-2013 03:00,436,03:00
None,298.98,0,0,68,Clouds,broken clouds,20-07-2013 04:00,426,04:00
None,297.7,0,0,68,Clouds,broken clouds,20-07-2013 05:00,931,05:00
None,297.56,0,0,0,Clear,Sky is Clear,20-07-2013 06:00,1581,06:00
None,297.41,0,0,0,Clear,Sky is Clear,20-07-2013 07:00,2028,07:00
None,297.72,0,0,0,Clear,Sky is Clear,20-07-2013 08:00,3057,08:00
None,298.02,0,0,0,Clear,Sky is Clear,20-07-2013 09:00,3838,09:00
None,297.98,0,0,0,Clear,Sky is Clear,20-07-2013 10:00,4382,10:00
None,298.16,0,0,0,Clear,Sky is Clear,20-07-2013 11:00,4581,11:00
None,298.86,0,0,0,Clear,Sky is Clear,20-07-2013 12:00,4639,12:00
None,299.53,0,0,0,Clear,Sky is Clear,20-07-2013 13:00,4708,13:00
None,300.51,0,0,0,Clear,Sky is Clear,20-07-2013 14:00,4741,14:00
None,301.13,0,0,88,Clouds,overcast clouds,20-07-2013 15:00,4782,15:00
None,301.04,0,0,88,Clouds,overcast clouds,20-07-2013 16:00,4967,16:00
None,301.13,0,0,88,Clouds,overcast clouds,20-07-2013 17:00,5077,17:00
None,300.78,0,0,0,Clear,Sky is Clear,20-07-2013 18:00,4534,18:00
None,300.17,0,0,0,Clear,Sky is Clear,20-07-2013 19:00,3822,19:00
None,299.08,0,0,0,Clear,Sky is Clear,20-07-2013 20:00,3434,20:00
None,295.65,0,0,0,Clear,Sky is Clear,20-07-2013 22:00,2781,22:00
None,295.56,0,0,0,Clear,Sky is Clear,20-07-2013 23:00,2182,23:00
None,293.76,0,0,0,Rain,light rain,21-07-2013 00:00,1595,00:00
None,292.33,0,0,0,Clear,Sky is Clear,21-07-2013 01:00,946,01:00
None,291.99,0,0,0,Rain,heavy intensity rain,21-07-2013 02:00,692,02:00
None,291.99,0,0,0,Thunderstorm,thunderstorm,21-07-2013 02:00,692,02:00
None,291.59,0,0,0,Rain,light rain,21-07-2013 03:00,451,03:00
None,291.04,0,0,0,Clear,Sky is Clear,21-07-2013 04:00,329,04:00
None,290.57,0,0,0,Mist,mist,21-07-2013 05:00,553,05:00
None,290.51,0,0,0,Clear,Sky is Clear,21-07-2013 06:00,869,06:00
None,291.25,0,0,0,Clear,Sky is Clear,21-07-2013 07:00,1191,07:00
None,292.03,0,0,0,Clear,Sky is Clear,21-07-2013 08:00,1629,08:00
None,292.94,0,0,0,Clear,Sky is Clear,21-07-2013 09:00,2572,09:00
None,294.13,0.25,0,0,Rain,light rain,21-07-2013 10:00,3507,10:00
None,295.14,0,0,0,Clear,Sky is Clear,21-07-2013 11:00,4036,11:00
None,296.36,0,0,32,Clouds,scattered clouds,21-07-2013 12:00,4505,12:00
None,297.57,0,0,75,Clouds,broken clouds,21-07-2013 13:00,4263,13:00
None,298.05,0,0,32,Clouds,scattered clouds,21-07-2013 14:00,4487,14:00
None,297.8,0,0,92,Drizzle,light intensity drizzle,21-07-2013 15:00,4423,15:00
None,298.24,0,0,92,Clouds,overcast clouds,21-07-2013 16:00,4253,16:00
None,298.25,0,0,92,Clouds,overcast clouds,21-07-2013 17:00,4226,17:00
None,298.25,0,0,92,Rain,moderate rain,21-07-2013 18:00,3864,18:00
None,297.53,0,0,92,Rain,moderate rain,21-07-2013 19:00,3361,19:00
None,296.29,0,0,75,Clouds,broken clouds,21-07-2013 20:00,3131,20:00
None,294.67,0,0,56,Rain,light rain,21-07-2013 21:00,2868,21:00
None,293.61,0,0,56,Rain,light rain,21-07-2013 22:00,1996,22:00
None,292.38,0,0,56,Rain,light rain,21-07-2013 23:00,1307,23:00
None,292.56,0,0,0,Clear,Sky is Clear,22-07-2013 00:00,683,00:00
None,292.25,0,0,0,Clear,Sky is Clear,22-07-2013 01:00,499,01:00
None,291.12,0,0,0,Clear,Sky is Clear,22-07-2013 02:00,291,02:00
None,290.67,0,0,0,Clear,Sky is Clear,22-07-2013 03:00,330,03:00
None,289.86,0,0,0,Clear,Sky is Clear,22-07-2013 04:00,839,04:00
None,289.33,0,0,0,Clear,Sky is Clear,22-07-2013 05:00,2897,05:00
None,289.45,0,0,0,Clear,Sky is Clear,22-07-2013 06:00,5843,06:00
None,289.05,0,0,0,Clear,Sky is Clear,22-07-2013 07:00,6144,07:00
None,289.28,0.25,0,90,Rain,light rain,22-07-2013 08:00,5982,08:00
None,289.28,0.25,0,90,Thunderstorm,proximity thunderstorm,22-07-2013 08:00,5982,08:00
None,288.32,7.11,0,0,Rain,heavy intensity rain,22-07-2013 09:00,4916,09:00
None,288.32,7.11,0,0,Thunderstorm,thunderstorm with heavy rain,22-07-2013 09:00,4916,09:00
None,288.32,7.11,0,0,Fog,fog,22-07-2013 09:00,4916,09:00
None,288.32,7.11,0,0,Drizzle,light intensity drizzle,22-07-2013 09:00,4916,09:00
None,289.48,5.97,0,0,Rain,heavy intensity rain,22-07-2013 10:00,4503,10:00
None,289.48,5.97,0,0,Mist,mist,22-07-2013 10:00,4503,10:00
None,289.48,5.97,0,0,Thunderstorm,thunderstorm with rain,22-07-2013 10:00,4503,10:00
None,291.75,0,0,0,Clear,Sky is Clear,22-07-2013 11:00,4636,11:00
None,293.39,0,0,0,Clear,Sky is Clear,22-07-2013 12:00,5013,12:00
None,295.87,0,0,0,Clear,Sky is Clear,22-07-2013 13:00,5193,13:00
None,297.57,0,0,0,Clear,Sky is Clear,22-07-2013 14:00,5437,14:00
None,298.77,0,0,0,Clear,Sky is Clear,22-07-2013 15:00,5642,15:00
None,299.14,0,0,0,Clear,Sky is Clear,22-07-2013 16:00,6403,16:00
None,299.56,0,0,0,Clear,Sky is Clear,22-07-2013 17:00,5719,17:00
None,299.28,0,0,0,Clear,Sky is Clear,22-07-2013 18:00,4331,18:00
None,298.8,0,0,0,Clear,Sky is Clear,22-07-2013 19:00,3404,19:00
None,297.68,0,0,0,Clear,Sky is Clear,22-07-2013 20:00,2928,20:00
None,295.79,0,0,1,Clear,sky is clear,22-07-2013 21:00,2496,21:00
None,294.38,0,0,56,Rain,moderate rain,23-07-2013 00:00,642,00:00
